Sale_ID,Sale_Date,Sale_Date_Flag,Year,Month,Quarter,Region,Country,Dealer_Name,Model,Segment,Fuel_Type,CUSAtomer_Segment,Customer_Segment_Cleaned,Currency,Currency_Cleaned,Units_Sold,Unit_Price_Local,Discount_Pct,Total_Revenue_Local,Total_Revenue_Local_Flag,Revenue_EUR,COGS_EUR,Gross_Profit_EUR,Customer_Age,Customer_Age_Flag,CUSAtomer_Gender,Satisfaction_Score,Satisfactory_Score_Flag
BMW-1654,30-12-2033,CORRUPTED,2020,10,Q4,India,India,Mumbai BMW,BMW 2 Series,Coupe,Diesel,Individual,Individual,INR,INR,1,3694081.48,3.09,3694081.48,OK,40594.3,30160.56,10433.74,55,OK,Male,2.8,OK
BMW-2898,09-12-2033,CORRUPTED,2022,4,Q2,China,China,Beijing Luxury Motors,BMW 5 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,CNY,CNY,8,438845.9,3.09,3510767.23,OK,444400.92,330170.57,114230.34,31,OK,Prefer not to say,2.8,OK
BMW-2645,24-02-2032,CORRUPTED,2021,12,Q4,UAE,UAE,Abu Dhabi Motors,BMW X7,SUV,Diesel,Corporate Fleet,Corporate Fleet,AED,AED,2,396009.74,5.18,792019.48,OK,198004.87,150354.52,47650.35,26,OK,Prefer not to say,2.8,OK
BMW-1732,29-12-2031,CORRUPTED,2020,11,Q4,China,China,Shanghai BMW,BMW iX,Electric,Electric,Individual,Individual,CNY,CNY,1,735770.89,3.68,735770.89,OK,93135.56,69617.66,23517.89,48,OK,Male,2.8,OK
BMW-2631,25-04-2031,CORRUPTED,2021,12,Q4,China,China,Beijing Luxury Motors,BMW X5,SUV,Diesel,Individual,Individual,CNY,CNY,1,578420.6,5.31,578420.6,OK,73217.8,55671.83,17545.97,57,OK,Female,2.8,OK
BMW-4569,01-04-2031,CORRUPTED,2024,1,Q1,China,China,Beijing Luxury Motors,BMW X5,SUV,Diesel,lease,Lease,CNY,CNY,1,565683.81,0.42,565683.81,OK,71605.55,51772.13,19833.41,50,OK,Female,2.8,OK
BMW-1961,08-08-2030,CORRUPTED,2021,2,Q1,UAE,UAE,Abu Dhabi Motors,BMW M5,M Sport,Petrol,Individual,Individual,AED,AED,1,457634.47,7.28,457634.47,OK,114408.62,88846.54,25562.08,65,OK,Male,2.8,OK
BMW-4810,01-08-2030,CORRUPTED,2024,4,Q2,China,China,Shanghai BMW,BMW X3,SUV,Hybrid,Individual,Individual,CNY,CNY,1,454595.82,1.67,454595.82,OK,57543.77,42134.89,15408.88,0,BAD AGE,Prefer not to say,2.8,OK
BMW-1836,13-07-2029,CORRUPTED,2021,1,Q1,Germany,Germany,Hamburg Drive,BMW X3,SUV,Petrol,corporate fleet,Corporate Fleet,EUR,EUR,7,49857.15,4.12,349000.03,OK,349000.03,262077.74,86922.29,63,OK,Male,2.8,OK
BMW-3903,27-05-2029,CORRUPTED,2023,5,Q2,UAE,UAE,Dubai BMW,BMW M3,M Sport,Petrol,Individual,Individual,AED,AED,1,339101.82,2.14,339101.82,OK,84775.45,62373.96,22401.49,68,OK,Male,2.8,OK
BMW-2519,25-11-2028,CORRUPTED,2021,11,Q4,Germany,Germany,Hamburg Drive,BMW 2 Series,Coupe,Petrol,lease,Lease,EUR,EUR,7,42013.43,3.8,294093.98,OK,294093.98,220103.38,73990.6,58,OK,Prefer not to say,2.8,OK
BMW-1841,10-09-2028,CORRUPTED,2021,1,Q1,Germany,Germany,AutohaUSA Berlin,BMW iX,Electric,Electric,Corporate Fleet,Corporate Fleet,EUR,EUR,3,89986.91,1.55,269960.73,OK,269960.73,197433.73,72526.99,27,OK,Female,2.8,OK
BMW-1865,25-07-2028,CORRUPTED,2021,1,Q1,UK,UK,London BMW Centre,BMW X3,SUV,Diesel,corporate fleet,Corporate Fleet,GBP,GBP,5,50870.04,0.53,254350.19,OK,295756.04,214084.38,81671.65,68,OK,Female,2.8,OK
BMW-1362,28-05-2028,CORRUPTED,2020,6,Q2,UK,UK,Edinburgh Motors,BMW 5 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,GBP,GBP,5,47465.71,1.36,237328.57,OK,275963.46,201429.22,74534.23,40,OK,Prefer not to say,2.8,OK
BMW-2419,14-11-2027,CORRUPTED,2021,9,Q3,UAE,UAE,Abu Dhabi Motors,BMW 3 Series,Sedan,Diesel,Individual,Individual,AED,AED,1,185727.17,0.51,185727.17,OK,46431.79,33603.19,12828.6,52,OK,Male,2.8,OK
BMW-2783,17-04-2026,CORRUPTED,2022,2,Q1,Australia,Australia,Melbourne Auto Group,BMW X3,SUV,Hybrid,Individual,Individual,AUD,AUD,1,91262.27,0.57,91262.27,OK,55310.47,40053.39,15257.07,32,OK,Male,2.8,OK
BMW-2166,29-03-2026,CORRUPTED,2021,6,Q2,Germany,Germany,AutohaUSA Berlin,BMW 7 Series,Sedan,Diesel,Individual,Individual,EUR,EUR,1,89819.07,3.33,89819.07,OK,89819.07,66895.03,22924.04,44,OK,Female,2.8,OK
BMW-2460,25-02-2026,CORRUPTED,2021,10,Q4,USA,USA,Beverly Hills BMW,BMW X5,SUV,Diesel,Individual,Individual,USD,USD,1,87234.14,2.88,87234.14,OK,80031.32,59331.59,20699.74,25,OK,Male,2.8,OK
BMW-1852,16-04-2025,CORRUPTED,2021,1,Q1,USA,USA,Chicago Motors,BMW 5 Series,Sedan,Diesel,individual,Individual,USD,USD,1,68635.98,4.93,68635.98,OK,62968.78,47688.77,15280.01,66,OK,Prefer not to say,2.8,OK
BMW-4515,08-01-2024,CORRUPTED,2024,1,Q1,Germany,Germany,BMW Munich HQ,BMW X3,SUV,Diesel,Individual,Individual,EUR,EUR,1,52184.47,7.06,52184.47,OK,52184.47,40428.04,11756.42,36,OK,Prefer not to say,2.8,OK
BMW-2889,20-11-2023,CORRUPTED,2022,4,Q2,UK,UK,Edinburgh Motors,BMW 5 Series,Sedan,Diesel,Individual,Individual,GBP,GBP,1,49784.31,6.95,49784.31,OK,57888.73,44793.2,13095.54,25,OK,Prefer not to say,2.8,OK
BMW-2417,20-10-2034,CORRUPTED,2021,9,Q3,India,India,Mumbai BMW,BMW 3 Series,Sedan,Petrol,Corporate Fleet,Corporate Fleet,INR,INR,3,3907320.27,1.54,11721960.81,OK,128812.76,94193.95,34618.81,57,OK,Male,2.9,OK
BMW-2562,16-04-2033,CORRUPTED,2021,11,Q4,China,China,Guangzhou BMW,BMW X3,SUV,Diesel,corporate fleet,Corporate Fleet,CNY,CNY,4,457363.07,0.11,1829452.3,OK,231576.24,166912.24,64664,29,OK,Female,2.9,OK
BMW-4262,23-03-2033,CORRUPTED,2023,9,Q3,South Africa,South Africa,Cape Town BMW,BMW 7 Series,Sedan,Petrol,Individual,Individual,ZAR,ZAR,1,1755593.33,7.64,1755593.33,OK,87779.67,68428.71,19350.96,70,OK,Female,2.9,OK
BMW-3443,28-08-2032,CORRUPTED,2022,11,Q4,South Africa,South Africa,Cape Town BMW,BMW 5 Series,Sedan,Diesel,Individual,Individual,ZAR,ZAR,1,1052720.74,6.44,1052720.74,OK,52636.04,40506.63,12129.41,68,OK,Female,2.9,OK
BMW-1038,24-04-2032,CORRUPTED,2020,1,Q1,China,China,Shanghai BMW,BMW 5 Series,Sedan,Petrol,Lease,Lease,CNY,CNY,2,432181.84,7.77,864363.68,OK,109413.12,85418.07,23995.05,40,OK,Female,2.9,OK
BMW-4481,20-03-2032,CORRUPTED,2023,12,Q4,China,China,Beijing Luxury Motors,BMW X7,SUV,Petrol,Individual,Individual,CNY,CNY,1,814166.26,6.17,814166.26,OK,103059.02,79083.87,23975.15,46,OK,Male,2.9,OK
BMW-3740,28-02-2032,CORRUPTED,2023,3,Q1,China,China,Beijing Luxury Motors,BMW X3,SUV,Diesel,Lease,Lease,CNY,CNY,2,397274,4.01,794548,OK,100575.7,75436.39,25139.3,63,OK,Prefer not to say,2.9,OK
BMW-1092,20-08-2031,CORRUPTED,2020,2,Q1,USA,USA,Miami Auto Group,BMW X5,SUV,Hybrid,Corporate Fleet,Corporate Fleet,USD,USD,8,80851.58,1.39,646812.64,OK,593406.09,433255.64,160150.45,52,OK,Prefer not to say,2.9,OK
BMW-3594,03-03-2031,CORRUPTED,2023,1,Q1,Australia,Australia,Sydney BMW,BMW M3,M Sport,Hybrid,corporate fleet,Corporate Fleet,AUD,AUD,4,138691.82,3.38,554767.29,OK,336222.6,250556.63,85665.97,60,OK,Female,2.9,OK
BMW-5336,08-04-2030,CORRUPTED,2024,10,Q4,USA,USA,Dallas BMW,BMW iX,Electric,Electric,Corporate Fleet,Corporate Fleet,USD,USD,4,104739.46,0.31,418957.85,OK,384365,277616.06,106748.94,49,OK,Prefer not to say,2.9,OK
BMW-2845,07-04-2030,CORRUPTED,2022,3,Q1,UAE,UAE,Dubai BMW,BMW X7,SUV,Hybrid,individual,Individual,AED,AED,1,418748.44,0.6,418748.44,OK,104687.11,75826.21,28860.9,46,OK,Prefer not to say,2.9,OK
BMW-4324,27-01-2030,CORRUPTED,2023,10,Q4,UAE,UAE,Abu Dhabi Motors,BMW X7,SUV,Diesel,Individual,Individual,AED,AED,1,402579.22,5.24,402579.22,OK,100644.81,76471.52,24173.29,60,OK,Female,2.9,OK
BMW-3735,14-12-2029,CORRUPTED,2023,3,Q1,China,China,Beijing Luxury Motors,BMW X3,SUV,Hybrid,Individual,Individual,CNY,CNY,1,391111.59,3.59,391111.59,OK,49507.8,36971.34,12536.46,39,OK,Female,2.9,OK
BMW-1599,30-08-2029,CORRUPTED,2020,9,Q3,Australia,Australia,Sydney BMW,BMW 5 Series,Sedan,Diesel,Corporate Fleet,Corporate Fleet,AUD,AUD,4,90042.59,4.89,360170.36,OK,218285.06,165239.23,53045.83,59,OK,Male,2.9,OK
BMW-2534,17-08-2029,CORRUPTED,2021,11,Q4,USA,USA,Miami Auto Group,BMW 5 Series,Sedan,Hybrid,Lease,Lease,USD,USD,6,59449.85,7.97,356699.09,OK,327246.88,256009.3,71237.57,35,OK,Prefer not to say,2.9,OK
BMW-1563,18-10-2028,CORRUPTED,2020,9,Q3,USA,USA,Dallas BMW,BMW i7,Electric,Electric,Corporate Fleet,Corporate Fleet,USD,USD,2,140398.84,3.67,280797.68,OK,257612.55,192555.77,65056.78,57,OK,Male,2.9,OK
BMW-2044,25-08-2028,CORRUPTED,2021,4,Q2,USA,USA,Beverly Hills BMW,BMW X3,SUV,Diesel,Corporate Fleet,Corporate Fleet,USD,USD,5,52720.57,6.54,263602.87,OK,241837.49,186304.4,55533.09,67,OK,Prefer not to say,2.9,OK
BMW-2669,22-08-2028,CORRUPTED,2022,1,Q1,Germany,Germany,Hamburg Drive,BMW 5 Series,Sedan,Petrol,Lease,Lease,EUR,EUR,4,65759.67,0.38,263038.7,OK,263038.7,190114.58,72924.12,62,OK,Male,2.9,OK
BMW-5480,06-06-2028,CORRUPTED,2024,12,Q4,Germany,Germany,BMW Munich HQ,BMW M3,M Sport,Petrol,lease,Lease,EUR,EUR,3,79790.19,4.13,239370.57,OK,239370.57,179772.37,59598.2,57,OK,Male,2.9,OK
BMW-1565,08-05-2028,CORRUPTED,2020,9,Q3,UK,UK,London BMW Centre,BMW 3 Series,Sedan,Diesel,Lease,Lease,GBP,GBP,6,38550.78,5.21,231304.69,OK,268958.94,204292.4,64666.54,68,OK,Female,2.9,OK
BMW-3114,27-09-2027,CORRUPTED,2022,7,Q3,USA,USA,New York BMW,BMW X5,SUV,Hybrid,Corporate Fleet,Corporate Fleet,USD,USD,2,82734.79,2.06,165469.57,OK,151806.95,111596.48,40210.46,36,OK,Female,2.9,OK
BMW-2954,19-03-2027,CORRUPTED,2022,5,Q2,USA,USA,Chicago Motors,BMW 3 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,USD,USD,3,41533.25,6.97,124599.74,OK,114311.69,88473.13,25838.56,31,OK,Male,2.9,OK
BMW-3359,04-09-2026,CORRUPTED,2022,10,Q4,Australia,Australia,Melbourne Auto Group,BMW 5 Series,Sedan,Petrol,Individual,Individual,AUD,AUD,1,101110.07,3.01,101110.07,OK,61278.83,45489.23,15789.61,44,OK,Prefer not to say,2.9,OK
BMW-4892,15-07-2026,CORRUPTED,2024,5,Q2,UK,UK,Edinburgh Motors,BMW M5,M Sport,Diesel,Individual,Individual,GBP,GBP,1,96666.59,5.61,96666.59,OK,112403.01,85742.73,26660.28,40,OK,Prefer not to say,2.9,OK
BMW-3194,28-06-2026,CORRUPTED,2022,8,Q3,UK,UK,Manchester Prestige,BMW 5 Series,Sedan,Hybrid,Corporate Fleet,Corporate Fleet,GBP,GBP,2,47907.54,1.25,95815.08,OK,111412.88,81233.22,30179.66,65,OK,Prefer not to say,2.9,OK
BMW-3396,25-12-2024,CORRUPTED,2022,11,Q4,USA,USA,New York BMW,BMW 5 Series,Sedan,Diesel,Individual,Individual,USD,USD,1,63849.17,4.32,63849.17,OK,58577.22,44079.95,14497.26,55,OK,Male,2.9,OK
BMW-5231,27-11-2024,CORRUPTED,2024,9,Q3,USA,USA,Miami Auto Group,BMW X3,SUV,Hybrid,Individual,Individual,USD,USD,1,62666.09,0.37,62666.09,OK,57491.82,41548.5,15943.32,70,OK,Prefer not to say,2.9,OK
BMW-4711,16-11-2024,CORRUPTED,2024,3,Q1,USA,USA,New York BMW,BMW 5 Series,Sedan,Petrol,Individual,Individual,USD,USD,1,62246.4,5.64,62246.4,OK,57106.79,43573.84,13532.95,39,OK,Prefer not to say,2.9,OK
BMW-3927,26-03-2024,CORRUPTED,2023,6,Q2,Germany,Germany,Hamburg Drive,BMW 5 Series,Sedan,Hybrid,Individual,Individual,EUR,EUR,1,54883.39,1.67,54883.39,OK,54883.39,40187.15,14696.24,57,OK,Female,2.9,OK
BMW-3412,20-09-2023,CORRUPTED,2022,11,Q4,UK,UK,Edinburgh Motors,BMW X3,SUV,Diesel,Individual,Individual,GBP,GBP,1,47498.67,0.05,47498.67,OK,55231.01,39784.69,15446.32,30,OK,Male,2.9,OK
BMW-1029,04-04-2023,CORRUPTED,2020,1,Q1,UK,UK,Edinburgh Motors,BMW 3 Series,Sedan,Diesel,Individual,Individual,GBP,GBP,1,41008.86,1.99,41008.86,OK,47684.73,35031.65,12653.07,0,BAD AGE,Prefer not to say,2.9,OK
BMW-4962,31-01-2023,CORRUPTED,2024,6,Q2,Germany,Germany,AutohaUSA Berlin,BMW 2 Series,Coupe,Petrol,Individual,Individual,EUR,EUR,1,37284.71,4.74,37284.71,OK,37284.71,28181.6,9103.12,63,OK,Male,2.9,OK
BMW-4435,19-01-2023,CORRUPTED,2023,12,Q4,Germany,Germany,Hamburg Drive,BMW 2 Series,Coupe,Diesel,Individual,Individual,EUR,EUR,1,36748.59,2.41,36748.59,OK,36748.59,27112.78,9635.81,36,OK,Male,2.9,OK
BMW-4500,30-01-2035,CORRUPTED,2023,12,Q4,India,India,Bangalore Motors,BMW iX,Electric,Electric,Corporate Fleet,Corporate Fleet,INR,INR,6,7574165.91,5.44,45444995.46,OK,499395.55,380231.4,119164.16,53,OK,Female,3,OK
BMW-1131,01-11-2034,CORRUPTED,2020,2,Q1,South Africa,South Africa,Johannesburg Motors,BMW iX,Electric,Electric,Lease,Lease,ZAR,ZAR,8,1549088.97,7.8,12392711.72,OK,619635.59,483854.88,135780.71,46,OK,Prefer not to say,3,OK
BMW-5287,02-10-2034,CORRUPTED,2024,9,Q3,India,India,Bangalore Motors,BMW M5,M Sport,Diesel,Individual,Individual,INR,INR,1,10433955.39,7.32,10433955.39,OK,114658.85,89071.01,25587.84,54,OK,Male,3,OK
BMW-4321,08-08-2034,CORRUPTED,2023,10,Q4,India,India,Mumbai BMW,BMW iX,Electric,Electric,Individual,Individual,INR,INR,1,7656322.34,1.63,7656322.34,OK,84135.41,61582.89,22552.52,66,OK,Male,3,OK
BMW-3971,03-06-2034,CORRUPTED,2023,6,Q2,India,India,Bangalore Motors,BMW X5,SUV,Diesel,Individual,Individual,INR,INR,1,5947817.94,6.7,5947817.94,OK,65360.64,50436.59,14924.05,46,OK,Prefer not to say,3,OK
BMW-1178,24-01-2034,CORRUPTED,2020,3,Q1,China,China,Shenzhen Auto,BMW iX,Electric,Electric,Lease,Lease,CNY,CNY,6,666525.95,5.17,3999155.72,OK,506222.24,384340.17,121882.07,32,OK,Female,3,OK
BMW-5545,21-07-2033,CORRUPTED,2024,12,Q4,China,China,Beijing Luxury Motors,BMW X7,SUV,Hybrid,government,Government,CNY,CNY,3,758277.37,3.39,2274832.1,OK,287953.43,214610.12,73343.31,26,OK,Female,3,OK
BMW-2433,04-05-2033,CORRUPTED,2021,9,Q3,South Africa,South Africa,Cape Town BMW,BMW X7,SUV,Diesel,Individual,Individual,ZAR,ZAR,1,1900482.09,4.63,1900482.09,OK,95024.1,71742.26,23281.85,29,OK,Prefer not to say,3,OK
BMW-1132,30-04-2033,CORRUPTED,2020,2,Q1,South Africa,South Africa,Johannesburg Motors,BMW iX,Electric,Electric,Individual,Individual,ZAR,ZAR,1,1884707.63,5.59,1884707.63,OK,94235.38,71863.25,22372.13,37,OK,Prefer not to say,3,OK
BMW-4495,30-03-2033,CORRUPTED,2023,12,Q4,China,China,Guangzhou BMW,BMW 2 Series,Coupe,Petrol,Lease,Lease,CNY,CNY,6,295596.13,5.27,1773576.78,OK,224503.39,170640.37,53863.02,25,OK,Prefer not to say,3,OK
BMW-3747,25-01-2033,CORRUPTED,2023,3,Q1,UAE,UAE,Dubai BMW,BMW 7 Series,Sedan,Hybrid,Lease,Lease,AED,AED,4,384803.62,2.36,1539214.47,OK,384803.62,283747.06,101056.55,53,OK,Male,3,OK
BMW-1517,24-01-2033,CORRUPTED,2020,8,Q3,China,China,Guangzhou BMW,BMW X3,SUV,Diesel,Lease,Lease,CNY,CNY,4,383587.55,7.53,1534350.18,OK,194221.54,151219.43,43002.11,55,OK,Female,3,OK
BMW-1607,22-10-2032,CORRUPTED,2020,9,Q3,South Africa,South Africa,Cape Town BMW,BMW i4,Electric,Electric,Individual,Individual,ZAR,ZAR,1,1244434.13,7.26,1244434.13,OK,62221.71,48307.16,13914.55,34,OK,Female,3,OK
BMW-2936,20-10-2032,CORRUPTED,2022,4,Q2,South Africa,South Africa,Cape Town BMW,BMW 5 Series,Sedan,Petrol,Individual,Individual,ZAR,ZAR,1,1243219.71,3.88,1243219.71,OK,62160.99,46563.53,15597.46,26,OK,Prefer not to say,3,OK
BMW-2363,18-09-2032,CORRUPTED,2021,8,Q3,South Africa,South Africa,Cape Town BMW,BMW 5 Series,Sedan,Hybrid,Individual,Individual,ZAR,ZAR,1,1108595.3,2.84,1108595.3,OK,55429.77,41075.3,14354.46,68,OK,Male,3,OK
BMW-2587,08-09-2032,CORRUPTED,2021,11,Q4,South Africa,South Africa,Cape Town BMW,BMW 5 Series,Sedan,Hybrid,Individual,Individual,ZAR,ZAR,1,1081318.01,5.94,1081318.01,OK,54065.9,41383.99,12681.91,47,OK,Female,3,OK
BMW-2656,25-04-2032,CORRUPTED,2021,12,Q4,South Africa,South Africa,Johannesburg Motors,BMW 3 Series,Sedan,Diesel,Individual,Individual,ZAR,ZAR,1,865092.75,3.64,865092.75,OK,43254.64,32321.03,10933.61,28,OK,Prefer not to say,3,OK
BMW-2414,22-12-2031,CORRUPTED,2021,9,Q3,China,China,Beijing Luxury Motors,BMW 7 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,729257.37,2.78,729257.37,OK,92311.06,68367.6,23943.46,27,OK,Male,3,OK
BMW-2904,27-11-2031,CORRUPTED,2022,4,Q2,China,China,Beijing Luxury Motors,BMW 7 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,714160.28,4.03,714160.28,OK,90400.04,67823.03,22577.01,57,OK,Female,3,OK
BMW-5522,16-08-2031,CORRUPTED,2024,12,Q4,UK,UK,Edinburgh Motors,BMW X7,SUV,Diesel,Corporate Fleet,Corporate Fleet,GBP,GBP,7,91549.01,5.14,640843.1,OK,745166.39,565567.99,179598.4,38,OK,Prefer not to say,3,OK
BMW-4070,24-02-2031,CORRUPTED,2023,7,Q3,China,China,Shenzhen Auto,BMW X5,SUV,Hybrid,Individual,Individual,CNY,CNY,1,548453.62,1.89,548453.62,OK,69424.51,50950.85,18473.66,59,OK,Prefer not to say,3,OK
BMW-3767,10-11-2030,CORRUPTED,2023,4,Q2,Germany,Germany,Hamburg Drive,BMW M3,M Sport,Petrol,Corporate Fleet,Corporate Fleet,EUR,EUR,6,82219.57,6,493317.44,OK,493317.44,377859.75,115457.69,48,OK,Prefer not to say,3,OK
BMW-3177,11-10-2030,CORRUPTED,2022,8,Q3,USA,USA,Chicago Motors,BMW iX,Electric,Electric,Lease,Lease,USD,USD,5,95929.58,3.81,479647.92,OK,440043.96,329394.88,110649.09,69,OK,Prefer not to say,3,OK
BMW-3622,16-07-2030,CORRUPTED,2023,2,Q1,USA,USA,Beverly Hills BMW,BMW i4,Electric,Electric,Lease,Lease,USD,USD,6,74615.23,6.96,447691.39,OK,410726.05,317855.7,92870.35,69,OK,Prefer not to say,3,OK
BMW-5057,03-07-2030,CORRUPTED,2024,7,Q3,USA,USA,New York BMW,BMW X3,SUV,Petrol,Corporate Fleet,Corporate Fleet,USD,USD,8,55291.31,4.53,442330.51,OK,405807.81,306044.32,99763.48,33,OK,Prefer not to say,3,OK
BMW-4061,08-06-2030,CORRUPTED,2023,7,Q3,China,China,Guangzhou BMW,BMW 5 Series,Sedan,Hybrid,Individual,Individual,CNY,CNY,1,435879.15,1.4,435879.15,OK,55174.58,40289.74,14884.84,50,OK,Prefer not to say,3,OK
BMW-1526,09-12-2029,CORRUPTED,2020,8,Q3,UAE,UAE,Abu Dhabi Motors,BMW X3,SUV,Hybrid,Corporate Fleet,Corporate Fleet,AED,AED,2,194729.37,4.26,389458.75,OK,97364.69,73221.34,24143.35,26,OK,Female,3,OK
BMW-2665,17-05-2029,CORRUPTED,2022,1,Q1,Germany,Germany,AutohaUSA Berlin,BMW 3 Series,Sedan,Diesel,Corporate Fleet,Corporate Fleet,EUR,EUR,8,42144.18,3.52,337153.43,OK,337153.43,251619.62,85533.81,39,OK,Male,3,OK
BMW-1076,08-05-2029,CORRUPTED,2020,2,Q1,Germany,Germany,BMW Munich HQ,BMW X3,SUV,Hybrid,Lease,Lease,EUR,EUR,7,47919.83,3.72,335438.83,OK,335438.83,250859.95,84578.88,25,OK,Female,3,OK
BMW-5133,31-12-2028,CORRUPTED,2024,8,Q3,Germany,Germany,BMW Munich HQ,BMW X3,SUV,Petrol,Corporate Fleet,Corporate Fleet,EUR,EUR,6,50542.42,5.7,303254.5,OK,303254.5,231544.25,71710.25,47,OK,Male,3,OK
BMW-1185,03-12-2028,CORRUPTED,2020,3,Q1,UAE,UAE,Abu Dhabi Motors,BMW X5,SUV,Diesel,Individual,Individual,AED,AED,1,296965.48,1.94,296965.48,OK,74241.37,54510.9,19730.47,48,OK,Female,3,OK
BMW-4206,01-07-2028,CORRUPTED,2023,9,Q3,USA,USA,New York BMW,BMW X3,SUV,Diesel,Lease,Lease,USD,USD,4,62150.1,0.55,248600.39,OK,228073.75,165115.98,62957.77,999,BAD AGE,Female,3,OK
BMW-5520,19-06-2028,CORRUPTED,2024,12,Q4,UK,UK,London BMW Centre,BMW 2 Series,Coupe,Petrol,corporate fleet,Corporate Fleet,GBP,GBP,8,30605.97,1.5,244847.74,OK,284706.67,208119.73,76586.94,68,OK,Male,3,OK
BMW-2079,21-05-2028,CORRUPTED,2021,4,Q2,UAE,UAE,Abu Dhabi Motors,BMW 5 Series,Sedan,Diesel,Individual,Individual,AED,AED,1,234573.98,7.2,234573.98,OK,58643.5,45500.3,13143.2,33,OK,Female,3,OK
BMW-2252,28-02-2028,CORRUPTED,2021,7,Q3,UK,UK,Edinburgh Motors,BMW iX,Electric,Electric,Lease,Lease,GBP,GBP,3,71020.02,1.5,213060.06,OK,247744.26,181086.73,66657.54,70,OK,Prefer not to say,3,OK
BMW-2023,02-07-2027,CORRUPTED,2021,3,Q1,Australia,Australia,Sydney BMW,BMW iX,Electric,Electric,Individual,Individual,AUD,AUD,1,145251.56,0.31,145251.56,OK,88031.25,63582.25,24449,49,OK,Prefer not to say,3,OK
BMW-4886,06-04-2027,CORRUPTED,2024,5,Q2,USA,USA,New York BMW,BMW M5,M Sport,Petrol,Individual,Individual,USD,USD,1,126785.51,7.72,126785.51,OK,116316.98,90758.07,25558.9,30,OK,Male,3,OK
BMW-5298,05-03-2027,CORRUPTED,2024,9,Q3,Australia,Australia,Sydney BMW,BMW i4,Electric,Electric,Individual,Individual,AUD,AUD,1,122402.63,0.46,122402.63,OK,74183.41,53661.03,20522.38,35,OK,Female,3,OK
BMW-3316,04-12-2026,CORRUPTED,2022,10,Q4,USA,USA,Dallas BMW,BMW X7,SUV,Hybrid,Individual,Individual,USD,USD,1,110744.09,2.86,110744.09,OK,101600.08,75304.21,26295.88,33,OK,Male,3,OK
BMW-1931,19-11-2026,CORRUPTED,2021,2,Q1,UK,UK,Manchester Prestige,BMW M5,M Sport,Petrol,Individual,Individual,GBP,GBP,1,108648.95,1.1,108648.95,OK,126335.99,91971.01,34364.98,27,OK,Male,3,OK
BMW-3874,24-03-2026,CORRUPTED,2023,5,Q2,UK,UK,London BMW Centre,BMW 7 Series,Sedan,Hybrid,individual,Individual,GBP,GBP,1,89244.77,2.52,89244.77,OK,103772.99,76648.44,27124.55,57,OK,Prefer not to say,3,OK
BMW-2118,04-01-2026,CORRUPTED,2021,5,Q2,UK,UK,Manchester Prestige,BMW X7,SUV,Hybrid,Individual,Individual,GBP,GBP,1,83871.15,4.81,83871.15,OK,97524.6,73769.3,23755.3,69,OK,Prefer not to say,3,OK
BMW-4703,29-12-2025,CORRUPTED,2024,3,Q1,USA,USA,Beverly Hills BMW,BMW M3,M Sport,Diesel,Individual,Individual,USD,USD,1,83527.42,6.54,83527.42,OK,76630.66,59032.35,17598.31,62,OK,Prefer not to say,3,OK
BMW-1988,15-11-2025,CORRUPTED,2021,3,Q1,USA,USA,Miami Auto Group,BMW X5,SUV,Diesel,individual,Individual,USD,USD,1,80988.12,2.3,80988.12,OK,74301.02,54758.12,19542.9,66,OK,Male,3,OK
BMW-4510,23-02-2025,CORRUPTED,2023,12,Q4,Australia,Australia,Melbourne Auto Group,BMW 2 Series,Coupe,Petrol,Individual,Individual,AUD,AUD,1,66386.55,3.45,66386.55,OK,40234.28,30004.1,10230.18,57,OK,Male,3,OK
BMW-2319,30-12-2024,CORRUPTED,2021,8,Q3,USA,USA,Dallas BMW,BMW 5 Series,Sedan,Hybrid,Individual,Individual,USD,USD,1,63966.97,4.8,63966.97,OK,58685.29,44386.01,14299.28,41,OK,Male,3,OK
BMW-3714,28-10-2024,CORRUPTED,2023,3,Q1,USA,USA,New York BMW,BMW X3,SUV,Petrol,Individual,Individual,USD,USD,1,61504.77,2,61504.77,OK,56426.39,41456.32,14970.08,36,OK,Female,3,OK
BMW-1546,27-07-2024,CORRUPTED,2020,9,Q3,Germany,Germany,AutohaUSA Berlin,BMW X3,SUV,Petrol,Individual,Individual,EUR,EUR,1,58461.76,1.63,58461.76,OK,58461.76,42790,15671.76,53,OK,Female,3,OK
BMW-5335,14-07-2024,CORRUPTED,2024,10,Q4,USA,USA,Miami Auto Group,BMW X3,SUV,Diesel,Individual,Individual,USD,USD,1,58210.02,2.98,58210.02,OK,53403.69,39631.43,13772.26,150,BAD AGE,Male,3,OK
BMW-3370,25-05-2024,CORRUPTED,2022,11,Q4,Germany,Germany,AutohaUSA Berlin,BMW 5 Series,Sedan,Hybrid,Individual,Individual,EUR,EUR,1,56843.25,4.51,56843.25,OK,56843.25,42862.11,13981.14,40,OK,Female,3,OK
